Month, ocity_name, dcity_name, Ratio of migration from B to A over total migration into A_monthly average, Ratio of migration from A to B over total migration out of A_monthly 
23-Jul,Taizhou,Taizhou,0.171176471,0.162941176
23-Jul,Taizhou,Luan,0.133529412,0.148823529
23-Jul,Taizhou,Yantai,0.144117647,0.135882353
23-Jul,Taizhou,Jiujiang,0.101176471,0.131764706
23-Jul,Taizhou,Weihai,0.14,0.131176471
23-Jul,Taizhou,Heze,0.148823529,0.130588235
23-Jul,Taizhou,Huangshan,0.10875,0.123125
23-Jul,Taizhou,Zibo,0.085882353,0.110588235
23-Jul,Taizhou,Jining,0.104117647,0.107647059
23-Jul,Taizhou,Tai'an,0.091176471,0.106470588
23-Jul,Taizhou,Luoyang,0.111764706,0.105294118
23-Jul,Taizhou,Anqing,0.085882353,0.101764706
23-Jul,Taizhou,Chizhou,0.069333333,0.1
23-Jul,Taizhou,Nanchang,0.088235294,0.097058824
23-Jul,Taizhou,Weifang,0.153529412,0.095882353
23-Jul,Taizhou,Zhoukou,0.103529412,0.095
23-Jul,Taizhou,Huainan,0.090588235,0.088235294
23-Jul,Taizhou,Xiamen,0.084117647,0.081333333
23-Jul,Taizhou,Shangrao,0.072666667,0.078125
23-Jul,Taizhou,Zhumadian,0.071764706,0.076875
23-Jul,Taizhou,Qinhuangdao,0.04,0.076666667
23-Jul,Taizhou,Zaozhuang,0.086470588,0.075294118
23-Jul,Taizhou,Xinyang,0.071333333,0.074375
23-Jul,Taizhou,Fuzhou,0.080625,0.073529412
23-Jul,Taizhou,Kaifeng,0.087333333,0.072941176
23-Jul,Taizhou,Xinxiang,0.083529412,0.071764706
23-Jul,Taizhou,Nanyang,0.075,0.071176471
23-Jul,Taizhou,Enshi,0.055,0.07
23-Jul,Taizhou,Hengshui,0.06,0.07
23-Jul,Taizhou,Baoding,0.077647059,0.068666667
23-Jul,Taizhou,Quzhou,0.062142857,0.067647059
23-Jul,Taizhou,Shijiazhuang,0.076470588,0.06625
23-Jul,Taizhou,Handan,0.081764706,0.065333333
23-Jul,Taizhou,Xiangyang,0.05875,0.064545455
23-Jul,Taizhou,Taiyuan,0.063571429,0.062857143
23-Jul,Taizhou,Tongling,0.061428571,0.0625
23-Jul,Taizhou,Lishui,0.046666667,0.061428571
23-Jul,Taizhou,Yichang,0.055,0.060714286
23-Jul,Taizhou,Cangzhou,0.072941176,0.06
23-Jul,Taizhou,Huanggang,0.053333333,0.06
23-Jul,Taizhou,Ningde,0.054,0.06
23-Jul,Taizhou,Liaocheng,0.072352941,0.06
23-Jul,Taizhou,Anyang,0.089411765,0.057692308
23-Jul,Taizhou,Ganzhou,0.05,0.057272727
23-Jul,Taizhou,Dezhou,0.0575,0.056666667
23-Jul,Taizhou,Quanzhou,0.064444444,0.056666667
23-Jul,Taizhou,Langfang,0.05,0.056363636
23-Jul,Taizhou,Huaibei,0.0625,0.055882353
23-Jul,Taizhou,Binzhou,0.049,0.054
23-Jul,Taizhou,Tangshan,0.053571429,0.053
23-Jul,Taizhou,Xuchang,0.083333333,0.0525
23-Jul,Taizhou,Xianyang,0.03,0.0525
23-Jul,Taizhou,Shiyan,0.045,0.05
23-Jul,Taizhou,Xianning,0.054444444,0.05
23-Jul,Taizhou,Yichun,0.046666667,0.05
23-Jul,Taizhou,Jingzhou,0.06,0.05
23-Jul,Taizhou,Xingtai,0.056,0.05
23-Jul,Taizhou,Huangshi,0.055,0.05
23-Jul,Taizhou,Puyang,0.092941176,0.048333333
23-Jul,Taizhou,Yueyang,0.045,0.0475
23-Jul,Taizhou,Pingdingshan,0.053333333,0.047142857
23-Jul,Taizhou,Jiaozuo,0.062,0.046666667
23-Jul,Taizhou,Yuncheng,0.059230769,0.044285714
23-Jul,Taizhou,Dongying,0.045,0.043333333
23-Jul,Taizhou,Fuzhou,0.045,0.043333333
23-Jul,Taizhou,Zhangjiakou,0.04,0.04
23-Jul,Taizhou,Xinzhou,0.0725,0.04
23-Jul,Taizhou,Weinan,0.045,0.04
23-Jul,Suqian,Xuzhou,18.48117647,17.49411765
23-Jul,Suqian,Huai'an,13.23705882,13.74529412
23-Jul,Suqian,Nanjing,11.12176471,12.55411765
23-Jul,Suqian,Lianyungang,7.074705882,7.347058824
23-Jul,Suqian,Suzhou,6.227647059,5.661176471
23-Jul,Suqian,Shanghai,3.954117647,3.907647059
23-Jul,Suqian,Wuxi,3.102352941,2.861176471
23-Jul,Suqian,Suzhou,2.996470588,2.677647059
23-Jul,Suqian,Yangzhou,2.227647059,2.409411765
23-Jul,Suqian,Changzhou,2.601764706,2.384705882
23-Jul,Suqian,Linyi,2.209411765,2.207058824
23-Jul,Suqian,Yancheng,2.325882353,2.191176471
23-Jul,Suqian,Nantong,1.508823529,1.391176471
23-Jul,Suqian,Zhenjiang,1.304705882,1.214705882
23-Jul,Suqian,Rizhao,0.595294118,1.149411765
23-Jul,Suqian,Hangzhou,1.098823529,1.082941176
23-Jul,Suqian,Chuzhou,1.117647059,1.075294118
23-Jul,Suqian,Qingdao,1.083529412,1.063529412
23-Jul,Suqian,Taizhou,0.987058824,1.022941176
23-Jul,Suqian,Beijing,0.963529412,0.997058824
23-Jul,Suqian,Bengbu,0.85,0.834117647
23-Jul,Suqian,Hefei,0.648235294,0.652941176
23-Jul,Suqian,Jiaxing,0.398235294,0.458235294
23-Jul,Suqian,Zaozhuang,0.515294118,0.432941176
23-Jul,Suqian,Huzhou,0.361176471,0.424705882
23-Jul,Suqian,Zhengzhou,0.308235294,0.356470588
23-Jul,Suqian,Ningbo,0.395294118,0.355294118
23-Jul,Suqian,Jinan,0.343529412,0.349411765
23-Jul,Suqian,Shangqiu,0.355882353,0.334705882
23-Jul,Suqian,Tai'an,0.222352941,0.316470588
23-Jul,Suqian,Xi'an,0.272352941,0.31
23-Jul,Suqian,Jining,0.351176471,0.291176471
23-Jul,Suqian,Jinhua,0.261176471,0.254705882
23-Jul,Suqian,Heze,0.313529412,0.246470588
23-Jul,Suqian,Weihai,0.250588235,0.234117647
23-Jul,Suqian,Fuyang,0.25,0.231176471
23-Jul,Suqian,Shaoxing,0.205882353,0.221176471
23-Jul,Suqian,Wuhu,0.207058824,0.22
23-Jul,Suqian,Weifang,0.252941176,0.217058824
23-Jul,Suqian,Tianjin,0.222352941,0.214705882
23-Jul,Suqian,Wenzhou,0.214705882,0.195882353
23-Jul,Suqian,Huaibei,0.208823529,0.194117647
23-Jul,Suqian,Ma'anshan,0.181176471,0.186470588
23-Jul,Suqian,Bozhou,0.196470588,0.183529412
23-Jul,Suqian,Yantai,0.195294118,0.181764706
23-Jul,Suqian,Wuhan,0.195882353,0.180588235
23-Jul,Suqian,Zibo,0.129411765,0.179411765
23-Jul,Suqian,Luan,0.170588235,0.175882353
23-Jul,Suqian,Huainan,0.160588235,0.169411765
23-Jul,Suqian,Xuancheng,0.137058824,0.168823529
23-Jul,Suqian,Changsha,0.135294118,0.15
23-Jul,Suqian,Kaifeng,0.12,0.139411765
23-Jul,Suqian,Zhoukou,0.153529412,0.138823529
23-Jul,Suqian,Taizhou,0.153529412,0.135294118
23-Jul,Suqian,Luoyang,0.121176471,0.133529412
23-Jul,Suqian,Anqing,0.098823529,0.114117647
23-Jul,Suqian,Huangshan,0.1,0.11
23-Jul,Suqian,Handan,0.124705882,0.105882353
23-Jul,Suqian,Shijiazhuang,0.131176471,0.105882353
23-Jul,Suqian,Baoding,0.121764706,0.104117647
23-Jul,Suqian,Linfen,0.0425,0.1
23-Jul,Suqian,Nanyang,0.101764706,0.096470588
23-Jul,Suqian,Dezhou,0.110588235,0.091176471
23-Jul,Suqian,Xinxiang,0.098823529,0.084705882
23-Jul,Suqian,Chizhou,0.065333333,0.083529412
23-Jul,Suqian,Liaocheng,0.111764706,0.082352941
23-Jul,Suqian,Langfang,0.072941176,0.081764706
23-Jul,Suqian,Zhumadian,0.093529412,0.081176471
23-Jul,Suqian,Yiyang,0.04,0.08
23-Jul,Suqian,Jiujiang,0.066875,0.079375
23-Jul,Suqian,Shangrao,0.073076923,0.079333333
23-Jul,Suqian,Cangzhou,0.092941176,0.07875
23-Jul,Suqian,Xinyang,0.081764706,0.077647059
23-Jul,Suqian,Jingzhou,0.09,0.076666667
23-Jul,Suqian,Sanmenxia,0.066666667,0.07
23-Jul,Suqian,Jinzhong,0.045,0.07
23-Jul,Suqian,Xianning,0.11,0.07
23-Jul,Suqian,Nanchang,0.072941176,0.068235294
23-Jul,Suqian,Xuchang,0.072,0.068125
23-Jul,Suqian,Jiaozuo,0.065882353,0.066
23-Jul,Suqian,Anyang,0.073333333,0.063333333
23-Jul,Suqian,Qinhuangdao,0.055,0.061428571
23-Jul,Suqian,Huanggang,0.06,0.061176471
23-Jul,Suqian,Chengde,0.04,0.06
23-Jul,Suqian,Xiangyang,0.053333333,0.06
23-Jul,Suqian,Xiamen,0.066923077,0.059
23-Jul,Suqian,Taiyuan,0.055,0.057692308
23-Jul,Suqian,Ganzhou,0.075,0.0575
23-Jul,Suqian,Zhangjiakou,0.05,0.056666667
23-Jul,Suqian,Binzhou,0.087058824,0.055625
23-Jul,Suqian,Zhoushan,0.051538462,0.054615385
23-Jul,Suqian,Dongying,0.058,0.054166667
23-Jul,Suqian,Xingtai,0.077058824,0.054166667
23-Jul,Suqian,Jincheng,0.06,0.053333333
23-Jul,Suqian,Pingdingshan,0.066,0.052857143
23-Jul,Suqian,Puyang,0.083529412,0.052666667
23-Jul,Suqian,Yichun,0.043333333,0.052
23-Jul,Suqian,Quzhou,0.051818182,0.050909091
23-Jul,Suqian,Yuncheng,0.055,0.05
23-Jul,Suqian,Lvliang,0.05,0.05
23-Jul,Suqian,Yueyang,0.05,0.05
23-Jul,Suqian,Xinzhou,0.048,0.05
23-Jul,Suqian,Weinan,0.042,0.05
23-Jul,Suqian,Tangshan,0.053636364,0.047142857
23-Jul,Suqian,Hengshui,0.051,0.047142857
23-Jul,Suqian,Fuzhou,0.058571429,0.046875
23-Jul,Suqian,Xianyang,0.06,0.046666667
23-Jul,Suqian,Xiaogan,0.05,0.046666667
23-Jul,Suqian,Ankang,0.04,0.046666667
23-Jul,Suqian,Quanzhou,0.044166667,0.046
23-Jul,Suqian,Nanping,0.04,0.045
23-Jul,Suqian,Tongling,0.05,0.041
23-Jul,Suqian,Fuzhou,0.04,0.04
23-Jul,Suqian,Lishui,0.036,0.036666667
23-Jul,Suqian,Shiyan,0.05,0.036666667
23-Jul,Suqian,Ji'an,0.07,0.033333333
23-Jul,Suqian,Luohe,0.04,0.033333333
23-Jul,Suqian,Huaihua,0.045,0.03
23-Jul,Hangzhou,Jiaxing,13.69705882,13.97823529
23-Jul,Hangzhou,Shaoxing,11.91235294,11.91058824
23-Jul,Hangzhou,Huzhou,8.02,9.184705882
23-Jul,Hangzhou,Shanghai,8.988235294,8.227647059
23-Jul,Hangzhou,Jinhua,6.498235294,5.990588235
23-Jul,Hangzhou,Ningbo,5.076470588,4.734705882
23-Jul,Hangzhou,Suzhou,3.13,2.878235294
23-Jul,Hangzhou,Wenzhou,2.758823529,2.713529412
23-Jul,Hangzhou,Taizhou,2.79,2.534705882
23-Jul,Hangzhou,Quzhou,2.393529412,2.439411765
23-Jul,Hangzhou,Nanjing,1.742352941,1.752352941
23-Jul,Hangzhou,Zhoushan,1.266470588,1.398235294
23-Jul,Hangzhou,Lishui,1.358235294,1.389411765
23-Jul,Hangzhou,Beijing,1.447058824,1.29
23-Jul,Hangzhou,Shangrao,1.194705882,1.117647059
23-Jul,Hangzhou,Wuxi,1.054117647,0.947058824
23-Jul,Hangzhou,Xuancheng,0.908823529,0.902941176
23-Jul,Hangzhou,Huangshan,0.894117647,0.849411765
23-Jul,Hangzhou,Hefei,0.779411765,0.813529412
23-Jul,Hangzhou,Changzhou,0.644705882,0.591176471
23-Jul,Hangzhou,Wuhan,0.494705882,0.525882353
23-Jul,Hangzhou,Nantong,0.558823529,0.517058824
23-Jul,Hangzhou,Fuyang,0.562352941,0.516470588
23-Jul,Hangzhou,Changsha,0.493529412,0.515294118
23-Jul,Hangzhou,Xinyang,0.495882353,0.501764706
23-Jul,Hangzhou,Fuzhou,0.438235294,0.485294118
23-Jul,Hangzhou,Xi'an,0.416470588,0.461176471
23-Jul,Hangzhou,Nanchang,0.386470588,0.408823529
23-Jul,Hangzhou,Zhengzhou,0.348235294,0.398235294
23-Jul,Hangzhou,Wuhu,0.37,0.372352941
23-Jul,Hangzhou,Xiamen,0.376470588,0.352352941
23-Jul,Hangzhou,Qingdao,0.37,0.342352941
23-Jul,Hangzhou,Anqing,0.325882353,0.320588235
23-Jul,Hangzhou,Nanyang,0.284705882,0.287647059
23-Jul,Hangzhou,Jiujiang,0.285294118,0.277058824
23-Jul,Hangzhou,Zhoukou,0.292352941,0.271764706
23-Jul,Hangzhou,Luan,0.269411765,0.270588235
23-Jul,Hangzhou,Xuzhou,0.262941176,0.266470588
23-Jul,Hangzhou,Suzhou,0.297058824,0.263529412
23-Jul,Hangzhou,Bozhou,0.294117647,0.257058824
23-Jul,Hangzhou,Yancheng,0.250588235,0.250588235
23-Jul,Hangzhou,Jinan,0.211176471,0.244705882
23-Jul,Hangzhou,Tianjin,0.238823529,0.244117647
23-Jul,Hangzhou,Yangzhou,0.214705882,0.237058824
23-Jul,Hangzhou,Taizhou,0.245294118,0.235294118
23-Jul,Hangzhou,Shangqiu,0.26,0.231176471
23-Jul,Hangzhou,Zhenjiang,0.225294118,0.22
23-Jul,Hangzhou,Bengbu,0.217647059,0.212352941
23-Jul,Hangzhou,Quanzhou,0.201875,0.197058824
23-Jul,Hangzhou,Chuzhou,0.192352941,0.194117647
23-Jul,Hangzhou,Jingdezhen,0.211764706,0.19
23-Jul,Hangzhou,Fuzhou,0.19,0.188823529
23-Jul,Hangzhou,Huanggang,0.188235294,0.181176471
23-Jul,Hangzhou,Ningde,0.154705882,0.18
23-Jul,Hangzhou,Ganzhou,0.165882353,0.179411765
23-Jul,Hangzhou,Linyi,0.193529412,0.173529412
23-Jul,Hangzhou,Chizhou,0.161764706,0.173529412
23-Jul,Hangzhou,Suqian,0.172941176,0.171176471
23-Jul,Hangzhou,Lianyungang,0.13,0.155294118
23-Jul,Hangzhou,Huai'an,0.137647059,0.154705882
23-Jul,Hangzhou,Nanping,0.132941176,0.143529412
23-Jul,Hangzhou,Yichun,0.143529412,0.14
23-Jul,Hangzhou,Shijiazhuang,0.133529412,0.138235294
23-Jul,Hangzhou,Ji'an,0.138235294,0.135294118
23-Jul,Hangzhou,Zhumadian,0.139411765,0.132352941
23-Jul,Hangzhou,Ma'anshan,0.128823529,0.128823529
23-Jul,Hangzhou,Taiyuan,0.100588235,0.12
23-Jul,Hangzhou,Yantai,0.111764706,0.104705882
23-Jul,Hangzhou,Luoyang,0.107058824,0.1025
23-Jul,Hangzhou,Yingtan,0.094117647,0.102
23-Jul,Hangzhou,Tai'an,0.082,0.101666667
23-Jul,Hangzhou,Huaihua,0.104666667,0.10125
23-Jul,Hangzhou,Heze,0.115333333,0.101176471
23-Jul,Hangzhou,Huainan,0.106470588,0.098571429
23-Jul,Hangzhou,Zaozhuang,0.083333333,0.098
23-Jul,Hangzhou,Zhangzhou,0.08,0.098
23-Jul,Hangzhou,Weihai,0.102857143,0.0975
23-Jul,Hangzhou,Jining,0.105,0.095625
23-Jul,Hangzhou,Tongling,0.089333333,0.095384615
23-Jul,Hangzhou,Weifang,0.09,0.0925
23-Jul,Hangzhou,Yichang,0.09,0.09
23-Jul,Hangzhou,Pingdingshan,0.095,0.09
23-Jul,Hangzhou,Kaifeng,0.090833333,0.089
23-Jul,Hangzhou,Xiangyang,0.092941176,0.0875
23-Jul,Hangzhou,Huaibei,0.101333333,0.087333333
23-Jul,Hangzhou,Zibo,0.09,0.085
23-Jul,Hangzhou,Enshi,0.078,0.083333333
23-Jul,Hangzhou,Langfang,0.07,0.0825
23-Jul,Hangzhou,Xianyang,0.085,0.08
23-Jul,Hangzhou,Xinxiang,0.075,0.08
23-Jul,Hangzhou,Huangshi,0.07,0.08
23-Jul,Hangzhou,Jingzhou,0.08,0.07
23-Jul,Ningbo,Hangzhou,12.56588235,13.66529412
23-Jul,Ningbo,Shaoxing,9.728235294,10.29941176
23-Jul,Ningbo,Shanghai,8.868235294,8.619411765
23-Jul,Ningbo,Taizhou,7.888823529,7.288235294
23-Jul,Ningbo,Zhoushan,6.62,6.089411765
23-Jul,Ningbo,Jinhua,4.580588235,5.200588235
23-Jul,Ningbo,Jiaxing,3.347647059,3.589411765
23-Jul,Ningbo,Wenzhou,3.185882353,3.179411765
23-Jul,Ningbo,Suzhou,3.487647059,3.132941176
23-Jul,Ningbo,Huzhou,1.922941176,2.103529412
23-Jul,Ningbo,Nanjing,1.345882353,1.298235294
23-Jul,Ningbo,Wuxi,1.174705882,1.084705882
23-Jul,Ningbo,Quzhou,0.881764706,1.023529412
23-Jul,Ningbo,Shangrao,1.222352941,0.997647059
23-Jul,Ningbo,Fuyang,1.137647059,0.954705882
23-Jul,Ningbo,Beijing,1.142352941,0.891764706
23-Jul,Ningbo,Lishui,0.821176471,0.877647059
23-Jul,Ningbo,Hefei,0.739411765,0.79
23-Jul,Ningbo,Changzhou,0.701764706,0.665294118
23-Jul,Ningbo,Shangqiu,0.872352941,0.638235294
23-Jul,Ningbo,Nantong,0.618235294,0.574117647
23-Jul,Ningbo,Bozhou,0.722941176,0.541176471
23-Jul,Ningbo,Wuhan,0.557058824,0.526470588
23-Jul,Ningbo,Suzhou,0.705294118,0.501176471
23-Jul,Ningbo,Changsha,0.450588235,0.488235294
23-Jul,Ningbo,Fuzhou,0.454705882,0.468823529
23-Jul,Ningbo,Zhoukou,0.532352941,0.429411765
23-Jul,Ningbo,Xi'an,0.376470588,0.381764706
23-Jul,Ningbo,Xiamen,0.4025,0.354705882
23-Jul,Ningbo,Nanchang,0.328823529,0.347647059
23-Jul,Ningbo,Bengbu,0.407058824,0.337647059
23-Jul,Ningbo,Yancheng,0.310588235,0.336470588
23-Jul,Ningbo,Wuhu,0.331176471,0.335294118
23-Jul,Ningbo,Qingdao,0.344705882,0.329411765
23-Jul,Ningbo,Anqing,0.340588235,0.327058824
23-Jul,Ningbo,Xuzhou,0.364117647,0.324117647
23-Jul,Ningbo,Ningde,0.299411765,0.323529412
23-Jul,Ningbo,Lianyungang,0.371176471,0.321176471
23-Jul,Ningbo,Xuancheng,0.299411765,0.320588235
23-Jul,Ningbo,Zhengzhou,0.280588235,0.317647059
23-Jul,Ningbo,Chuzhou,0.318235294,0.313529412
23-Jul,Ningbo,Jiujiang,0.357647059,0.31
23-Jul,Ningbo,Nanyang,0.271176471,0.302352941
23-Jul,Ningbo,Quanzhou,0.345625,0.29
23-Jul,Ningbo,Xinyang,0.258235294,0.271764706
23-Jul,Ningbo,Linyi,0.318823529,0.269411765
23-Jul,Ningbo,Huangshan,0.275882353,0.261764706
23-Jul,Ningbo,Yangzhou,0.234705882,0.260588235
23-Jul,Ningbo,Taizhou,0.265294118,0.256470588
23-Jul,Ningbo,Luan,0.270588235,0.247647059
23-Jul,Ningbo,Zhenjiang,0.252352941,0.238235294
23-Jul,Ningbo,Xiangxi,0.261764706,0.227647059
23-Jul,Ningbo,Tianjin,0.242352941,0.222352941
23-Jul,Ningbo,Ganzhou,0.178235294,0.210588235
23-Jul,Ningbo,Fuzhou,0.203529412,0.202941176
23-Jul,Ningbo,Huanggang,0.16,0.193529412
23-Jul,Ningbo,Jingdezhen,0.202941176,0.181176471
23-Jul,Ningbo,Zhumadian,0.219411765,0.172352941
23-Jul,Ningbo,Yichun,0.2,0.163529412
23-Jul,Ningbo,Huai'an,0.152352941,0.161176471
23-Jul,Ningbo,Jinan,0.155294118,0.160588235
23-Jul,Ningbo,Ji'an,0.186470588,0.16
23-Jul,Ningbo,Zhangzhou,0.153571429,0.158571429
23-Jul,Ningbo,Suqian,0.157647059,0.156470588
23-Jul,Ningbo,Huainan,0.164117647,0.143529412
23-Jul,Ningbo,Huaihua,0.1525,0.137647059
23-Jul,Ningbo,Jining,0.170666667,0.13625
23-Jul,Ningbo,Huaibei,0.166470588,0.133529412
23-Jul,Ningbo,Heze,0.161333333,0.131764706
23-Jul,Ningbo,Enshi,0.147692308,0.127333333
23-Jul,Ningbo,Chizhou,0.131428571,0.127333333
23-Jul,Ningbo,Kaifeng,0.134705882,0.12625
23-Jul,Ningbo,Nanping,0.10125,0.125
23-Jul,Ningbo,Ma'anshan,0.123333333,0.124117647
23-Jul,Ningbo,Yantai,0.12,0.122222222
23-Jul,Ningbo,Luoyang,0.132352941,0.12
23-Jul,Ningbo,Putian,0.10625,0.12
23-Jul,Ningbo,Yingtan,0.1,0.11875
23-Jul,Ningbo,Ankang,0.138333333,0.118
23-Jul,Ningbo,Pingdingshan,0.132,0.117777778
23-Jul,Ningbo,Yichang,0.09,0.1175
23-Jul,Ningbo,Shijiazhuang,0.108571429,0.116666667
23-Jul,Ningbo,Shaoyang,0.113333333,0.115555556
23-Jul,Ningbo,Xiangyang,0.12,0.115
23-Jul,Ningbo,Weihai,0.125,0.115
23-Jul,Ningbo,Zhuzhou,0.133333333,0.11
23-Jul,Ningbo,Shiyan,0.105,0.11
23-Jul,Ningbo,Yueyang,0.08,0.11
23-Jul,Ningbo,Zaozhuang,0.1,0.11
23-Jul,Ningbo,Xuchang,0.11,0.11
23-Jul,Ningbo,Jingzhou,0.114444444,0.106666667
23-Jul,Ningbo,Tai'an,0.09,0.101666667
23-Jul,Ningbo,Weifang,0.095,0.1
23-Jul,Ningbo,Xinxiang,0.127142857,0.098
23-Jul,Wenzhou,Hangzhou,10.60882353,11.20764706
23-Jul,Wenzhou,Taizhou,12.42647059,10.25470588
23-Jul,Wenzhou,Lishui,7.452352941,8.908823529
23-Jul,Wenzhou,Jinhua,6.109411765,6.336470588
23-Jul,Wenzhou,Ningde,5.666470588,5.810588235
23-Jul,Wenzhou,Shanghai,4.68,4.926470588
23-Jul,Wenzhou,Ningbo,4.863529412,4.615882353
23-Jul,Wenzhou,Shaoxing,2.067058824,2.212941176
23-Jul,Wenzhou,Jiaxing,1.690588235,1.834705882
23-Jul,Wenzhou,Fuzhou,1.848235294,1.834705882
23-Jul,Wenzhou,Shangrao,1.947058824,1.554705882
23-Jul,Wenzhou,Suzhou,1.520588235,1.418235294
23-Jul,Wenzhou,Huzhou,1.161764706,1.266470588
23-Jul,Wenzhou,Quzhou,0.907647059,1.091176471
23-Jul,Wenzhou,Beijing,0.960588235,0.962941176
23-Jul,Wenzhou,Quanzhou,1.064117647,0.937058824
23-Jul,Wenzhou,Nanjing,0.867058824,0.917647059
23-Jul,Wenzhou,Xiamen,0.967647059,0.896470588
23-Jul,Wenzhou,Jiujiang,0.913529412,0.724705882
23-Jul,Wenzhou,Wuhan,0.592941176,0.679411765
23-Jul,Wenzhou,Zhoushan,0.588823529,0.643529412
23-Jul,Wenzhou,Wuxi,0.599411765,0.61
23-Jul,Wenzhou,Fuyang,0.775294118,0.604705882
23-Jul,Wenzhou,Changsha,0.482352941,0.52
23-Jul,Wenzhou,Huanggang,0.599411765,0.474705882
23-Jul,Wenzhou,Nanchang,0.424705882,0.464705882
23-Jul,Wenzhou,Hefei,0.43,0.449411765
23-Jul,Wenzhou,Nanping,0.370588235,0.433529412
23-Jul,Wenzhou,Yichun,0.508823529,0.426470588
23-Jul,Wenzhou,Fuzhou,0.532352941,0.412352941
23-Jul,Wenzhou,Zhoukou,0.521764706,0.408823529
23-Jul,Wenzhou,Nantong,0.395294118,0.388823529
23-Jul,Wenzhou,Zhangzhou,0.324375,0.384705882
23-Jul,Wenzhou,Xi'an,0.342941176,0.381764706
23-Jul,Wenzhou,Changzhou,0.375882353,0.38
23-Jul,Wenzhou,Enshi,0.405882353,0.348823529
23-Jul,Wenzhou,Bozhou,0.537647059,0.345294118
23-Jul,Wenzhou,Zhengzhou,0.275294118,0.343529412
23-Jul,Wenzhou,Huangshi,0.517647059,0.342352941
23-Jul,Wenzhou,Suzhou,0.461176471,0.341764706
23-Jul,Wenzhou,Xinyang,0.314117647,0.313529412
23-Jul,Wenzhou,Jingdezhen,0.377058824,0.291764706
23-Jul,Wenzhou,Huaihua,0.296470588,0.282352941
23-Jul,Wenzhou,Anqing,0.281764706,0.254117647
23-Jul,Wenzhou,Xuzhou,0.23,0.240588235
23-Jul,Wenzhou,Nanyang,0.240588235,0.236470588
23-Jul,Wenzhou,Qingdao,0.241764706,0.235882353
23-Jul,Wenzhou,Huangshan,0.212352941,0.232941176
23-Jul,Wenzhou,Putian,0.24625,0.226470588
23-Jul,Wenzhou,Bengbu,0.247647059,0.215294118
23-Jul,Wenzhou,Jinan,0.167333333,0.212352941
23-Jul,Wenzhou,Ji'an,0.273529412,0.207647059
23-Jul,Wenzhou,Wuhu,0.203529412,0.207058824
23-Jul,Wenzhou,Xiangyang,0.228823529,0.204705882
23-Jul,Wenzhou,Ganzhou,0.272941176,0.202941176
23-Jul,Wenzhou,Tianjin,0.185882353,0.195882353
23-Jul,Wenzhou,Chuzhou,0.181764706,0.193529412
23-Jul,Wenzhou,Shangqiu,0.229375,0.182941176
23-Jul,Wenzhou,Xuancheng,0.166470588,0.18
23-Jul,Wenzhou,Linyi,0.158235294,0.179375
23-Jul,Wenzhou,Zhuzhou,0.228823529,0.177647059
23-Jul,Wenzhou,Yancheng,0.194117647,0.176470588
23-Jul,Wenzhou,Xiangxi,0.2125,0.17375
23-Jul,Wenzhou,Shijiazhuang,0.159230769,0.165882353
23-Jul,Wenzhou,Yingtan,0.161176471,0.163529412
23-Jul,Wenzhou,Zhumadian,0.2175,0.163333333
23-Jul,Wenzhou,Jingzhou,0.181875,0.161428571
23-Jul,Wenzhou,Zhenjiang,0.161875,0.161176471
23-Jul,Wenzhou,Sanming,0.170588235,0.160588235
23-Jul,Wenzhou,Yichang,0.136470588,0.159411765
23-Jul,Wenzhou,Yangzhou,0.14125,0.158125
23-Jul,Wenzhou,Taizhou,0.148823529,0.155
23-Jul,Wenzhou,Luan,0.169333333,0.153125
23-Jul,Wenzhou,Shaoyang,0.137777778,0.152666667
23-Jul,Wenzhou,Xianning,0.167058824,0.15
23-Jul,Wenzhou,Chizhou,0.151818182,0.146923077
23-Jul,Wenzhou,Changde,0.132,0.146666667
23-Jul,Wenzhou,Pingdingshan,0.118,0.14
23-Jul,Wenzhou,Yantai,0.142,0.135
23-Jul,Wenzhou,Suqian,0.131428571,0.131428571
23-Jul,Wenzhou,Taiyuan,0.1275,0.131111111
23-Jul,Wenzhou,Luoyang,0.13,0.13
23-Jul,Wenzhou,Pingxiang,0.115,0.126666667
23-Jul,Wenzhou,Hengyang,0.14,0.126666667
23-Jul,Wenzhou,Huai'an,0.1175,0.124285714
23-Jul,Wenzhou,Weihai,0.125,0.12
23-Jul,Wenzhou,Lianyungang,0.12,0.12
23-Jul,Wenzhou,Xinyu,0.1275,0.116666667
23-Jul,Jiaxing,Hangzhou,33.03647059,35.28294118
23-Jul,Jiaxing,Shanghai,17.62117647,16.88176471
23-Jul,Jiaxing,Suzhou,8.997058824,8.775294118
23-Jul,Jiaxing,Huzhou,5.644705882,6.925882353
23-Jul,Jiaxing,Ningbo,3.331176471,3.087058824
23-Jul,Jiaxing,Shaoxing,2.576470588,2.637058824
23-Jul,Jiaxing,Jinhua,1.698823529,1.686470588
23-Jul,Jiaxing,Wuxi,1.257647059,1.144705882
23-Jul,Jiaxing,Wenzhou,1.127058824,1.059411765
23-Jul,Jiaxing,Taizhou,1,0.962352941
23-Jul,Jiaxing,Zhoushan,0.942941176,0.951764706
23-Jul,Jiaxing,Nanjing,0.921764706,0.848823529
23-Jul,Jiaxing,Nantong,0.795294118,0.676470588
23-Jul,Jiaxing,Changzhou,0.609411765,0.569411765
