Month, ocity_name, dcity_name, Ratio of migration from B to A over total migration into A_monthly average, Ratio of migration from A to B over total migration out of A_monthly 
23-Jun,Handan,Yuncheng,0.163333333,0.146666667
23-Jun,Handan,Yangquan,0.185,0.145
23-Jun,Handan,Zaozhuang,0.140833333,0.135833333
23-Jun,Handan,Pingdingshan,0.133333333,0.135
23-Jun,Handan,Wuxi,0.115,0.13
23-Jun,Handan,Dongying,0.1225,0.123333333
23-Jun,Handan,Yangzhou,0.1,0.113333333
23-Jun,Handan,Datong,0.103333333,0.110833333
23-Jun,Handan,Huzhou,0.095555556,0.106666667
23-Jun,Handan,Fuyang,0.085454545,0.099166667
23-Jun,Handan,Weinan,0.063636364,0.098333333
23-Jun,Handan,Xinyang,0.078,0.095833333
23-Jun,Handan,Wuhu,0.097272727,0.088333333
23-Jun,Handan,Xianyang,0.08,0.0875
23-Jun,Handan,Nantong,0.081818182,0.085
23-Jun,Handan,Bozhou,0.07125,0.082857143
23-Jun,Handan,Luohe,0.152222222,0.081818182
23-Jun,Handan,Changzhou,0.07,0.081
23-Jun,Handan,Suqian,0.07,0.08
23-Jun,Handan,Nanchang,0.092,0.08
23-Jun,Handan,Ningbo,0.082,0.079090909
23-Jun,Handan,Yancheng,0.068,0.077272727
23-Jun,Handan,Yan'an,0.072727273,0.076363636
23-Jun,Handan,Lianyungang,0.062222222,0.075833333
23-Jun,Handan,Sanmenxia,0.06,0.071111111
23-Jun,Handan,Xiamen,0.07625,0.07
23-Jun,Handan,Jiaxing,0.06125,0.07
23-Jun,Handan,Jinhua,0.064,0.068333333
23-Jun,Handan,Xiangyang,0.056666667,0.068
23-Jun,Handan,Yichang,0.08,0.065
23-Jun,Handan,Shuozhou,0.065714286,0.065
23-Jun,Handan,Jingzhou,0.06,0.065
23-Jun,Handan,Huangshi,0.06,0.065
23-Jun,Handan,Huai'an,0.06,0.06
23-Jun,Handan,Zhenjiang,0.05,0.06
23-Jun,Handan,Taizhou,0.066,0.058333333
23-Jun,Handan,Baoji,0.06,0.05
23-Jun,Handan,Jiyuan,0.1,0.05
23-Jun,Xingtai,Shijiazhuang,30.39166667,29.7
23-Jun,Xingtai,Handan,20.9025,19.23
23-Jun,Xingtai,Beijing,7.2825,6.1425
23-Jun,Xingtai,Hengshui,5.5775,6.055833333
23-Jun,Xingtai,Liaocheng,5.258333333,5.474166667
23-Jun,Xingtai,Baoding,3.2925,3.293333333
23-Jun,Xingtai,Tianjin,2.524166667,2.216666667
23-Jun,Xingtai,Jinzhong,1.428333333,1.854166667
23-Jun,Xingtai,Cangzhou,1.965833333,1.805
23-Jun,Xingtai,Dezhou,1.350833333,1.394166667
23-Jun,Xingtai,Jinan,0.963333333,1.2825
23-Jun,Xingtai,Langfang,1.129166667,0.989166667
23-Jun,Xingtai,Xinzhou,0.4025,0.914166667
23-Jun,Xingtai,Zhengzhou,0.6725,0.755
23-Jun,Xingtai,Changzhi,0.554166667,0.75
23-Jun,Xingtai,Tangshan,0.76,0.733333333
23-Jun,Xingtai,Anyang,0.551666667,0.65
23-Jun,Xingtai,Qingdao,0.525,0.6075
23-Jun,Xingtai,Taiyuan,0.536666667,0.534166667
23-Jun,Xingtai,Qinhuangdao,0.4775,0.489166667
23-Jun,Xingtai,Yulin,0.2425,0.458333333
23-Jun,Xingtai,Zhangjiakou,0.356666667,0.458333333
23-Jun,Xingtai,Tai'an,0.231666667,0.453333333
23-Jun,Xingtai,Zibo,0.25,0.419166667
23-Jun,Xingtai,Weifang,0.3325,0.3875
23-Jun,Xingtai,Linyi,0.303333333,0.368333333
23-Jun,Xingtai,Jining,0.26,0.3675
23-Jun,Xingtai,Xi'an,0.363333333,0.3675
23-Jun,Xingtai,Xinxiang,0.31,0.355
23-Jun,Xingtai,Heze,0.286666667,0.311666667
23-Jun,Xingtai,Lvliang,0.3125,0.304166667
23-Jun,Xingtai,Shanghai,0.313333333,0.275833333
23-Jun,Xingtai,Yangquan,0.298333333,0.273333333
23-Jun,Xingtai,Wuhan,0.254166667,0.238333333
23-Jun,Xingtai,Puyang,0.269166667,0.238333333
23-Jun,Xingtai,Weihai,0.151666667,0.2225
23-Jun,Xingtai,Linfen,0.229166667,0.218333333
23-Jun,Xingtai,Binzhou,0.191666667,0.213333333
23-Jun,Xingtai,Luoyang,0.190833333,0.2125
23-Jun,Xingtai,Rizhao,0.121666667,0.205
23-Jun,Xingtai,Chengde,0.180833333,0.204166667
23-Jun,Xingtai,Yantai,0.175,0.203333333
23-Jun,Xingtai,Hangzhou,0.161666667,0.1825
23-Jun,Xingtai,Suzhou,0.190833333,0.175833333
23-Jun,Xingtai,Xuzhou,0.146666667,0.175
23-Jun,Xingtai,Dongying,0.105,0.155
23-Jun,Xingtai,Nanjing,0.15,0.131666667
23-Jun,Xingtai,Hefei,0.119166667,0.130833333
23-Jun,Xingtai,Datong,0.108333333,0.124166667
23-Jun,Xingtai,Jiaozuo,0.14,0.123333333
23-Jun,Xingtai,Changsha,0.113333333,0.123333333
23-Jun,Xingtai,Hebi,0.098333333,0.120833333
23-Jun,Xingtai,Wuxi,0.1075,0.1175
23-Jun,Xingtai,Zhoukou,0.135,0.116666667
23-Jun,Xingtai,Nanyang,0.129166667,0.111666667
23-Jun,Xingtai,Zhumadian,0.111666667,0.110833333
23-Jun,Xingtai,Xuchang,0.106666667,0.106666667
23-Jun,Xingtai,Shangqiu,0.085833333,0.101666667
23-Jun,Xingtai,Kaifeng,0.11,0.101666667
23-Jun,Xingtai,Zaozhuang,0.078333333,0.089166667
23-Jun,Xingtai,Jinhua,0.061666667,0.0875
23-Jun,Xingtai,Jincheng,0.098333333,0.085
23-Jun,Xingtai,Xianyang,0.11,0.080833333
23-Jun,Xingtai,Yan'an,0.064285714,0.08
23-Jun,Xingtai,Ningbo,0.068181818,0.0775
23-Jun,Xingtai,Yancheng,0.0675,0.071666667
23-Jun,Xingtai,Yuncheng,0.074166667,0.071666667
23-Jun,Xingtai,Fuyang,0.066666667,0.071666667
23-Jun,Xingtai,Luohe,0.068888889,0.071
23-Jun,Xingtai,Xiamen,0.05,0.07
23-Jun,Xingtai,Zhoushan,0.05,0.07
23-Jun,Xingtai,Yangzhou,0.045454545,0.069166667
23-Jun,Xingtai,Suzhou,0.054285714,0.068
23-Jun,Xingtai,Shuozhou,0.054444444,0.067
23-Jun,Xingtai,Bozhou,0.076666667,0.066363636
23-Jun,Xingtai,Nantong,0.068333333,0.063333333
23-Jun,Xingtai,Huzhou,0.045,0.0625
23-Jun,Xingtai,Weinan,0.047272727,0.06
23-Jun,Xingtai,Xinyang,0.057272727,0.06
23-Jun,Xingtai,Changzhou,0.048,0.059
23-Jun,Xingtai,Nanchang,0.064,0.056666667
23-Jun,Xingtai,Jiaxing,0.0475,0.055
23-Jun,Xingtai,Bengbu,0.045,0.055
23-Jun,Xingtai,Pingdingshan,0.064,0.055
23-Jun,Xingtai,Xiangyang,0.043333333,0.055
23-Jun,Xingtai,Sanmenxia,0.04,0.054
23-Jun,Xingtai,Suqian,0.04,0.054
23-Jun,Xingtai,Xiaogan,0.036666667,0.053333333
23-Jun,Xingtai,Taizhou,0.04,0.0525
23-Jun,Xingtai,Baoji,0.05,0.052
23-Jun,Xingtai,Luan,0.036666667,0.05
23-Jun,Xingtai,Taizhou,0.04,0.05
23-Jun,Xingtai,Yichang,0.02,0.05
23-Jun,Xingtai,Wenzhou,0.0475,0.05
23-Jun,Xingtai,Wuhu,0.04,0.0475
23-Jun,Xingtai,Lianyungang,0.05,0.0475
23-Jun,Xingtai,Shiyan,0.043333333,0.045
23-Jun,Xingtai,Huai'an,0.05,0.045
23-Jun,Xingtai,Chuzhou,0.055,0.045
23-Jun,Xingtai,Fuzhou,0.04,0.04
23-Jun,Xingtai,Shaoxing,0.06,0.04
23-Jun,Baoding,Beijing,32.79916667,31.59666667
23-Jun,Baoding,Shijiazhuang,16.0475,15.89
23-Jun,Baoding,Langfang,8.563333333,7.850833333
23-Jun,Baoding,Cangzhou,7.2875,6.8975
23-Jun,Baoding,Tianjin,6.0075,5.601666667
23-Jun,Baoding,Hengshui,3.1575,3.745
23-Jun,Baoding,Zhangjiakou,2.166666667,2.576666667
23-Jun,Baoding,Xinzhou,1.034166667,1.81
23-Jun,Baoding,Xingtai,1.69,1.695
23-Jun,Baoding,Handan,1.66,1.694166667
23-Jun,Baoding,Tangshan,1.663333333,1.558333333
23-Jun,Baoding,Qinhuangdao,1.118333333,1.355
23-Jun,Baoding,Datong,0.830833333,0.824166667
23-Jun,Baoding,Chengde,0.608333333,0.694166667
23-Jun,Baoding,Taiyuan,0.465,0.489166667
23-Jun,Baoding,Jinan,0.450833333,0.474166667
23-Jun,Baoding,Zhengzhou,0.3975,0.43
23-Jun,Baoding,Dezhou,0.394166667,0.409166667
23-Jun,Baoding,Qingdao,0.35,0.355833333
23-Jun,Baoding,Xi'an,0.283333333,0.326666667
23-Jun,Baoding,Shuozhou,0.285833333,0.325833333
23-Jun,Baoding,Binzhou,0.25,0.286666667
23-Jun,Baoding,Anyang,0.25,0.265
23-Jun,Baoding,Jinzhong,0.27,0.264166667
23-Jun,Baoding,Shanghai,0.264166667,0.239166667
23-Jun,Baoding,Liaocheng,0.296666667,0.2375
23-Jun,Baoding,Zibo,0.136666667,0.235
23-Jun,Baoding,Yulin,0.115833333,0.221666667
23-Jun,Baoding,Weifang,0.211666667,0.213333333
23-Jun,Baoding,Wuhan,0.185833333,0.198333333
23-Jun,Baoding,Yantai,0.166666667,0.194166667
23-Jun,Baoding,Heze,0.190833333,0.178333333
23-Jun,Baoding,Yangquan,0.205833333,0.178333333
23-Jun,Baoding,Xinxiang,0.178333333,0.170833333
23-Jun,Baoding,Puyang,0.178333333,0.1675
23-Jun,Baoding,Linyi,0.166666667,0.166666667
23-Jun,Baoding,Tai'an,0.116666667,0.165833333
23-Jun,Baoding,Weihai,0.119166667,0.148333333
23-Jun,Baoding,Zhoukou,0.138333333,0.145833333
23-Jun,Baoding,Luoyang,0.1225,0.138333333
23-Jun,Baoding,Jining,0.158333333,0.136666667
23-Jun,Baoding,Hangzhou,0.125833333,0.135
23-Jun,Baoding,Dongying,0.109166667,0.123333333
23-Jun,Baoding,Shangqiu,0.139166667,0.1225
23-Jun,Baoding,Linfen,0.101666667,0.119166667
23-Jun,Baoding,Changsha,0.11,0.1175
23-Jun,Baoding,Nanjing,0.1175,0.110833333
23-Jun,Baoding,Suzhou,0.118333333,0.109166667
23-Jun,Baoding,Xuzhou,0.105833333,0.106666667
23-Jun,Baoding,Nanyang,0.0925,0.105
23-Jun,Baoding,Changzhi,0.105,0.1025
23-Jun,Baoding,Kaifeng,0.09,0.100833333
23-Jun,Baoding,Lvliang,0.111666667,0.099166667
23-Jun,Baoding,Zhumadian,0.094166667,0.098333333
23-Jun,Baoding,Xuchang,0.088333333,0.0975
23-Jun,Baoding,Yiyang,0.05,0.09
23-Jun,Baoding,Hefei,0.093333333,0.088333333
23-Jun,Baoding,Yuncheng,0.089166667,0.084166667
23-Jun,Baoding,Fuyang,0.070833333,0.079166667
23-Jun,Baoding,Jiaozuo,0.076666667,0.065454545
23-Jun,Baoding,Hebi,0.073333333,0.064545455
23-Jun,Baoding,Xinyang,0.07,0.064166667
23-Jun,Baoding,Bozhou,0.066363636,0.061666667
23-Jun,Baoding,Jiujiang,0.04,0.06
23-Jun,Baoding,Jinhua,0.057272727,0.059166667
23-Jun,Baoding,Wuxi,0.058333333,0.057272727
23-Jun,Baoding,Ningbo,0.053333333,0.055
23-Jun,Baoding,Suqian,0.05,0.0525
23-Jun,Baoding,Changzhou,0.045,0.0525
23-Jun,Baoding,Nanchang,0.044285714,0.052
23-Jun,Baoding,Xiaogan,0.046666667,0.051818182
23-Jun,Baoding,Pingdingshan,0.058,0.051818182
23-Jun,Baoding,Luohe,0.0425,0.05
23-Jun,Baoding,Nantong,0.049,0.05
23-Jun,Baoding,Jincheng,0.053333333,0.05
23-Jun,Baoding,Rizhao,0.048,0.047777778
23-Jun,Baoding,Wenzhou,0.052857143,0.046666667
23-Jun,Baoding,Lianyungang,0.052857143,0.046666667
23-Jun,Baoding,Yangzhou,0.04,0.046666667
23-Jun,Baoding,Weinan,0.045,0.046666667
23-Jun,Baoding,Xiangyang,0.0475,0.046
23-Jun,Baoding,Zaozhuang,0.052727273,0.046
23-Jun,Baoding,Xiamen,0.05,0.045
23-Jun,Baoding,Suzhou,0.0625,0.045
23-Jun,Baoding,Jiaxing,0.04125,0.044285714
23-Jun,Baoding,Xianyang,0.05,0.043333333
23-Jun,Baoding,Yichang,0.04,0.04
23-Jun,Baoding,Yancheng,0.048,0.04
23-Jun,Baoding,Taizhou,0.09,0.02
23-Jun,Zhangjiakou,Beijing,44.23416667,42.2325
23-Jun,Zhangjiakou,Baoding,6.5025,6.425833333
23-Jun,Zhangjiakou,Datong,5.384166667,6.223333333
23-Jun,Zhangjiakou,Shijiazhuang,5.0925,4.804166667
23-Jun,Zhangjiakou,Tianjin,4.326666667,3.925
23-Jun,Zhangjiakou,Chengde,2.74,3.374166667
23-Jun,Zhangjiakou,Langfang,2.985833333,2.568333333
23-Jun,Zhangjiakou,Tangshan,1.768333333,2.240833333
23-Jun,Zhangjiakou,Hengshui,1.2125,1.955
23-Jun,Zhangjiakou,Qinhuangdao,0.953333333,1.140833333
23-Jun,Zhangjiakou,Shuozhou,0.7075,1.115833333
23-Jun,Zhangjiakou,Cangzhou,1.28,0.99
23-Jun,Zhangjiakou,Handan,0.68,0.601666667
23-Jun,Zhangjiakou,Xingtai,0.623333333,0.535833333
23-Jun,Zhangjiakou,Xinzhou,0.290833333,0.468333333
23-Jun,Zhangjiakou,Taiyuan,0.339166667,0.355833333
23-Jun,Zhangjiakou,Jinan,0.295,0.2925
23-Jun,Zhangjiakou,Shanghai,0.234166667,0.249166667
23-Jun,Zhangjiakou,Qingdao,0.313333333,0.231666667
23-Jun,Zhangjiakou,Yulin,0.1775,0.220833333
23-Jun,Zhangjiakou,Xi'an,0.195833333,0.206666667
23-Jun,Zhangjiakou,Jinzhong,0.134166667,0.195833333
23-Jun,Zhangjiakou,Zhengzhou,0.174166667,0.194166667
23-Jun,Zhangjiakou,Dezhou,0.164166667,0.163333333
23-Jun,Zhangjiakou,Zibo,0.088333333,0.1525
23-Jun,Zhangjiakou,Weifang,0.238333333,0.149166667
23-Jun,Zhangjiakou,Binzhou,0.126666667,0.128333333
23-Jun,Zhangjiakou,Linyi,0.14,0.105
23-Jun,Zhangjiakou,Wuhan,0.093333333,0.0925
23-Jun,Zhangjiakou,Anyang,0.095,0.091666667
23-Jun,Zhangjiakou,Hangzhou,0.113333333,0.090833333
23-Jun,Zhangjiakou,Nanjing,0.0825,0.089166667
23-Jun,Zhangjiakou,Liaocheng,0.100833333,0.083333333
23-Jun,Zhangjiakou,Heze,0.09,0.0825
23-Jun,Zhangjiakou,Suzhou,0.084166667,0.080833333
23-Jun,Zhangjiakou,Changsha,0.061666667,0.076666667
23-Jun,Zhangjiakou,Yantai,0.093333333,0.073333333
23-Jun,Zhangjiakou,Tai'an,0.064166667,0.070833333
23-Jun,Zhangjiakou,Jining,0.076666667,0.063333333
23-Jun,Zhangjiakou,Lvliang,0.060833333,0.063333333
23-Jun,Zhangjiakou,Weihai,0.055,0.0625
23-Jun,Zhangjiakou,Linfen,0.0475,0.059166667
23-Jun,Zhangjiakou,Xiaogan,0.02,0.056666667
23-Jun,Zhangjiakou,Xuzhou,0.068333333,0.055833333
23-Jun,Zhangjiakou,Shangqiu,0.0425,0.053333333
23-Jun,Zhangjiakou,Xinxiang,0.074166667,0.053333333
23-Jun,Zhangjiakou,Hefei,0.045454545,0.05
23-Jun,Zhangjiakou,Yuncheng,0.054166667,0.05
23-Jun,Zhangjiakou,Weinan,0.02,0.05
23-Jun,Zhangjiakou,Changzhi,0.044545455,0.048333333
23-Jun,Zhangjiakou,Zhoukou,0.043636364,0.046
23-Jun,Zhangjiakou,Dongying,0.0675,0.045833333
23-Jun,Zhangjiakou,Luoyang,0.0525,0.045
23-Jun,Zhangjiakou,Puyang,0.051666667,0.043636364
23-Jun,Zhangjiakou,Suzhou,0.03,0.04
23-Jun,Zhangjiakou,Xuchang,0.024,0.04
23-Jun,Zhangjiakou,Nantong,0.028571429,0.036666667
23-Jun,Zhangjiakou,Enshi,0.115,0.036666667
23-Jun,Zhangjiakou,Wuxi,0.040909091,0.035833333
23-Jun,Zhangjiakou,Yangquan,0.051666667,0.035
23-Jun,Zhangjiakou,Ningbo,0.032,0.034444444
23-Jun,Zhangjiakou,Xiamen,0.041111111,0.034285714
23-Jun,Zhangjiakou,Jiaxing,0.03,0.03375
23-Jun,Zhangjiakou,Yan'an,0.02,0.033333333
23-Jun,Zhangjiakou,Kaifeng,0.036666667,0.033333333
23-Jun,Zhangjiakou,Xianyang,0.03,0.0325
23-Jun,Zhangjiakou,Nanyang,0.035555556,0.031818182
23-Jun,Zhangjiakou,Lianyungang,0.03,0.031666667
23-Jun,Zhangjiakou,Rizhao,0.04,0.031428571
23-Jun,Zhangjiakou,Luohe,0.03,0.03
23-Jun,Zhangjiakou,Wuhu,0.02,0.03
23-Jun,Zhangjiakou,Zhumadian,0.04125,0.03
23-Jun,Zhangjiakou,Hebi,0.015,0.03
23-Jun,Zhangjiakou,Huangshi,0.046666667,0.03
23-Jun,Zhangjiakou,Xinyang,0.043333333,0.028888889
23-Jun,Zhangjiakou,Jinhua,0.034,0.0275
23-Jun,Zhangjiakou,Yangzhou,0.03,0.0275
23-Jun,Zhangjiakou,Jiaozuo,0.028333333,0.0275
23-Jun,Zhangjiakou,Yancheng,0.023333333,0.027272727
23-Jun,Zhangjiakou,Changzhou,0.027142857,0.027142857
23-Jun,Zhangjiakou,Fuyang,0.022,0.027142857
23-Jun,Zhangjiakou,Zaozhuang,0.053,0.027142857
23-Jun,Zhangjiakou,Suqian,0.026666667,0.026666667
23-Jun,Zhangjiakou,Wenzhou,0.015,0.026666667
23-Jun,Zhangjiakou,Pingdingshan,0.023333333,0.023333333
23-Jun,Zhangjiakou,Yichang,0.0425,0.023333333
23-Jun,Zhangjiakou,Nanchang,0.028571429,0.0225
23-Jun,Zhangjiakou,Bozhou,0.03,0.02
23-Jun,Zhangjiakou,Taizhou,0.025,0.02
23-Jun,Zhangjiakou,Fuzhou,0.033333333,0.02
23-Jun,Zhangjiakou,Jincheng,0.015,0.016666667
23-Jun,Zhangjiakou,Taizhou,0.03,0.01
23-Jun,Chengde,Beijing,34.7875,36.09916667
23-Jun,Chengde,Tangshan,12.6075,11.87833333
23-Jun,Chengde,Tianjin,8.855,7.805833333
23-Jun,Chengde,Qinhuangdao,5.675833333,5.5075
23-Jun,Chengde,Zhangjiakou,3.64,3.693333333
23-Jun,Chengde,Langfang,3.62,3.394166667
23-Jun,Chengde,Shijiazhuang,3.208333333,3.264166667
23-Jun,Chengde,Baoding,2.198333333,2.313333333
23-Jun,Chengde,Cangzhou,1.079166667,0.9125
23-Jun,Chengde,Hengshui,0.326666667,0.506666667
23-Jun,Chengde,Handan,0.381666667,0.48
23-Jun,Chengde,Xingtai,0.344166667,0.3575
23-Jun,Chengde,Shanghai,0.180833333,0.239166667
23-Jun,Chengde,Jinan,0.234166667,0.233333333
23-Jun,Chengde,Qingdao,0.244166667,0.155833333
23-Jun,Chengde,Dezhou,0.126666667,0.136666667
23-Jun,Chengde,Weifang,0.139166667,0.124166667
23-Jun,Chengde,Xi'an,0.113333333,0.1225
23-Jun,Chengde,Datong,0.108333333,0.120833333
23-Jun,Chengde,Yantai,0.084166667,0.118333333
23-Jun,Chengde,Zibo,0.095833333,0.110833333
23-Jun,Chengde,Taiyuan,0.105,0.105
23-Jun,Chengde,Binzhou,0.099166667,0.101666667
23-Jun,Chengde,Zhengzhou,0.119166667,0.100833333
23-Jun,Chengde,Linyi,0.076666667,0.091666667
23-Jun,Chengde,Xinzhou,0.0525,0.088333333
23-Jun,Chengde,Hangzhou,0.071666667,0.0825
23-Jun,Chengde,Nanjing,0.065833333,0.081666667
23-Jun,Chengde,Liaocheng,0.052727273,0.075833333
23-Jun,Chengde,Wuhan,0.08,0.0725
23-Jun,Chengde,Zhenjiang,0.02,0.07
23-Jun,Chengde,Jining,0.050833333,0.061666667
23-Jun,Chengde,Jinzhong,0.048181818,0.059166667
23-Jun,Chengde,Hefei,0.045454545,0.058333333
23-Jun,Chengde,Tai'an,0.0525,0.0575
23-Jun,Chengde,Changsha,0.05,0.054166667
23-Jun,Chengde,Dongying,0.068,0.052727273
23-Jun,Chengde,Suzhou,0.053333333,0.049166667
23-Jun,Chengde,Ningbo,0.02,0.04875
23-Jun,Chengde,Nanchang,0.025,0.0475
23-Jun,Chengde,Anyang,0.040833333,0.046666667
23-Jun,Chengde,Yichang,0.02,0.045
23-Jun,Chengde,Weihai,0.036666667,0.043
23-Jun,Chengde,Heze,0.030909091,0.041666667
23-Jun,Chengde,Xianyang,0.02,0.04
23-Jun,Chengde,Suzhou,0.015,0.04
23-Jun,Chengde,Xuzhou,0.033,0.04
23-Jun,Chengde,Weinan,0.04,0.04
23-Jun,Chengde,Xiamen,0.03,0.0375
23-Jun,Chengde,Changzhi,0.038571429,0.036
23-Jun,Chengde,Yuncheng,0.043333333,0.035714286
23-Jun,Chengde,Lvliang,0.050833333,0.035
23-Jun,Chengde,Suqian,0.02,0.035
23-Jun,Chengde,Rizhao,0.02,0.035
23-Jun,Chengde,Huanggang,0.02,0.035
23-Jun,Chengde,Linfen,0.03375,0.035
23-Jun,Chengde,Kaifeng,0.02,0.034285714
23-Jun,Chengde,Yulin,0.044166667,0.034285714
23-Jun,Chengde,Xinxiang,0.037777778,0.034
23-Jun,Chengde,Taizhou,0.026666667,0.033333333
23-Jun,Chengde,Wuxi,0.028571429,0.032857143
23-Jun,Chengde,Zhoukou,0.038571429,0.0325
23-Jun,Chengde,Lianyungang,0.036666667,0.032
23-Jun,Chengde,Puyang,0.03,0.032
23-Jun,Chengde,Luoyang,0.036363636,0.031818182
23-Jun,Chengde,Shuozhou,0.026363636,0.03
23-Jun,Chengde,Taizhou,0.02,0.03
23-Jun,Chengde,Bengbu,0.05,0.03
23-Jun,Chengde,Jinhua,0.03,0.03
23-Jun,Chengde,Yangquan,0.034,0.03
23-Jun,Chengde,Xiangyang,0.025,0.0275
23-Jun,Chengde,Nantong,0.03,0.027142857
23-Jun,Chengde,Shangqiu,0.02375,0.026666667
23-Jun,Chengde,Wuhu,0.015,0.025
23-Jun,Chengde,Fuyang,0.024285714,0.025
23-Jun,Chengde,Zaozhuang,0.025,0.025
23-Jun,Chengde,Yancheng,0.023333333,0.025
23-Jun,Chengde,Wenzhou,0.035,0.024444444
23-Jun,Chengde,Huai'an,0.02,0.023333333
23-Jun,Chengde,Nanyang,0.0425,0.022
23-Jun,Chengde,Zhumadian,0.03,0.022
23-Jun,Chengde,Changzhou,0.03,0.021666667
23-Jun,Chengde,Pingdingshan,0.04,0.02
23-Jun,Chengde,Jiaozuo,0.03,0.02
23-Jun,Chengde,Shaoxing,0.03,0.02
23-Jun,Chengde,Jincheng,0.04,0.015
23-Jun,Chengde,Xuchang,0.036666667,0.01
23-Jun,Cangzhou,Tianjin,18.105,17.60083333
23-Jun,Cangzhou,Baoding,11.95416667,12.23833333
23-Jun,Cangzhou,Beijing,9.246666667,9.004166667
23-Jun,Cangzhou,Langfang,9.261666667,8.604166667
23-Jun,Cangzhou,Hengshui,8.4925,8.56
23-Jun,Cangzhou,Shijiazhuang,7.676666667,7.5125
23-Jun,Cangzhou,Dezhou,6.468333333,6.158333333
23-Jun,Cangzhou,Binzhou,2.611666667,2.36
23-Jun,Cangzhou,Tangshan,2.676666667,2.004166667
23-Jun,Cangzhou,Jinan,1.285,1.675833333
23-Jun,Cangzhou,Xingtai,1.636666667,1.624166667
23-Jun,Cangzhou,Handan,1.335833333,1.2925
23-Jun,Cangzhou,Qinhuangdao,1.0425,1.175
23-Jun,Cangzhou,Xinzhou,0.4075,0.9475
23-Jun,Cangzhou,Zhangjiakou,0.591666667,0.819166667
23-Jun,Cangzhou,Qingdao,0.798333333,0.768333333
23-Jun,Cangzhou,Dongying,0.700833333,0.7225
23-Jun,Cangzhou,Zibo,0.455833333,0.694166667
23-Jun,Cangzhou,Weifang,0.57,0.63
23-Jun,Cangzhou,Chengde,0.423333333,0.57
23-Jun,Cangzhou,Liaocheng,0.6025,0.526666667
23-Jun,Cangzhou,Tai'an,0.258333333,0.473333333
23-Jun,Cangzhou,Linyi,0.3675,0.4225
23-Jun,Cangzhou,Yantai,0.413333333,0.42
23-Jun,Cangzhou,Jinzhong,0.4875,0.359166667
23-Jun,Cangzhou,Shanghai,0.371666667,0.334166667
23-Jun,Cangzhou,Zhengzhou,0.295833333,0.3325
23-Jun,Cangzhou,Taiyuan,0.261666667,0.303333333
23-Jun,Cangzhou,Jining,0.314166667,0.273333333
23-Jun,Cangzhou,Heze,0.273333333,0.273333333
23-Jun,Cangzhou,Weihai,0.235,0.268333333
23-Jun,Cangzhou,Xi'an,0.2475,0.253333333
23-Jun,Cangzhou,Anyang,0.1825,0.229166667
23-Jun,Cangzhou,Xinxiang,0.170833333,0.191666667
23-Jun,Cangzhou,Nanjing,0.18,0.186666667
23-Jun,Cangzhou,Yulin,0.099166667,0.185833333
23-Jun,Cangzhou,Suzhou,0.194166667,0.184166667
23-Jun,Cangzhou,Xuzhou,0.180833333,0.180833333
23-Jun,Cangzhou,Hangzhou,0.145,0.178333333
23-Jun,Cangzhou,Lvliang,0.1475,0.1625
23-Jun,Cangzhou,Datong,0.1675,0.161666667
23-Jun,Cangzhou,Puyang,0.180833333,0.1575
23-Jun,Cangzhou,Changzhi,0.130833333,0.14
23-Jun,Cangzhou,Hefei,0.138333333,0.133333333
23-Jun,Cangzhou,Wuhan,0.140833333,0.125
23-Jun,Cangzhou,Luoyang,0.096666667,0.120833333
23-Jun,Cangzhou,Zaozhuang,0.105,0.11
23-Jun,Cangzhou,Wuxi,0.11,0.1075
23-Jun,Cangzhou,Zhoukou,0.097272727,0.105833333
23-Jun,Cangzhou,Shangqiu,0.104166667,0.104166667
23-Jun,Cangzhou,Shuozhou,0.098333333,0.1
23-Jun,Cangzhou,Rizhao,0.095,0.098333333
23-Jun,Cangzhou,Lianyungang,0.078333333,0.0975
23-Jun,Cangzhou,Changsha,0.108333333,0.095
23-Jun,Cangzhou,Yancheng,0.079090909,0.093333333
23-Jun,Cangzhou,Kaifeng,0.0625,0.083333333
23-Jun,Cangzhou,Linfen,0.086666667,0.081666667
23-Jun,Cangzhou,Yangquan,0.075454545,0.08
23-Jun,Cangzhou,Jiaozuo,0.067,0.078
23-Jun,Cangzhou,Nanyang,0.072727273,0.076363636
23-Jun,Cangzhou,Ningbo,0.090833333,0.075833333
23-Jun,Cangzhou,Jinhua,0.060909091,0.074545455
23-Jun,Cangzhou,Jincheng,0.054444444,0.074444444
23-Jun,Cangzhou,Nantong,0.069166667,0.069166667
23-Jun,Cangzhou,Yangzhou,0.056363636,0.069166667
23-Jun,Cangzhou,Bozhou,0.084,0.068888889
23-Jun,Cangzhou,Fuyang,0.065833333,0.068333333
23-Jun,Cangzhou,Changzhou,0.071666667,0.066666667
23-Jun,Cangzhou,Yuncheng,0.061666667,0.063333333
23-Jun,Cangzhou,Wenzhou,0.06,0.0625
23-Jun,Cangzhou,Zhumadian,0.066666667,0.06125
23-Jun,Cangzhou,Zhenjiang,0.05,0.06
23-Jun,Cangzhou,Taizhou,0.04,0.06
23-Jun,Cangzhou,Taizhou,0.05125,0.06
23-Jun,Cangzhou,Bengbu,0.05,0.06
23-Jun,Cangzhou,Hebi,0.062857143,0.06
23-Jun,Cangzhou,Suzhou,0.058571429,0.058571429
